id,alpha,delta,WISE_GID,Class,diameter,Radius,HIIName,Group
WISE 1608,279.59252,-07.08363,G025.142-00.338,K,2.40,72,G025.143-00.338,
WISE 1609,279.21223,-06.88179,G025.147+00.089,K,1.40,42,G025.150+00.092,G025.150+00.092
WISE 1610,279.20427,-06.87095,G025.154+00.102,G,1.23,37,,G025.150+00.092
WISE 1611,279.24231,-06.88936,G025.155+00.059,K,2.00,60,G025.160+00.060,G025.160+00.060
WISE 1612,279.27310,-06.87815,G025.179+00.038,G,4.57,137,,G025.160+00.060
WISE 1613,279.18503,-06.82954,G025.181+00.138,Q,0.90,27,,
WISE 1614,279.20338,-06.83784,G025.183+00.117,C,7.93,238,,
WISE 1615,279.06757,-06.72638,G025.220+00.289,K,1.40,42,G025.220+00.289,
WISE 1616,279.15367,-06.75263,G025.236+00.201,Q,1.47,44,,
WISE 1617,279.73934,-07.02154,G025.264-00.440,Q,1.33,40,,
WISE 1618,279.09053,-06.66275,G025.286+00.298,K,6.70,201,G025.294+00.307; S60,
WISE 1619,279.62962,-06.93383,G025.291-00.303,K,9.43,283,G025.264-00.317,
WISE 1620,278.88969,-06.53915,G025.305+00.532,K,1.40,42,G025.305+00.532,
WISE 1621,279.78862,-06.97251,G025.330-00.461,C,7.10,213,,
WISE 1622,279.29819,-06.69064,G025.357+00.102,Q,4.07,122,,
WISE 1623,279.53653,-06.78369,G025.382-00.151,K,15.20,456,G025.382-00.177,G025.382-00.177
WISE 1624,279.71333,-06.87094,G025.386-00.347,K,7.23,217,G025.386-00.347,
WISE 1625,279.53091,-06.76618,G025.396-00.139,G,1.97,59,,G025.382-00.177
WISE 1626,279.37797,-06.68545,G025.397+00.033,K,1.30,39,G025.396+00.034,
WISE 1627,278.90594,-06.44278,G025.398+00.562,K,1.40,42,G025.398+00.562,
WISE 1628,279.43611,-06.71529,G025.398-00.031,Q,0.90,27,,
WISE 1629,279.39009,-06.68829,G025.401+00.021,K,0.93,28,G025.396+00.034,
WISE 1630,279.37213,-06.65093,G025.426+00.055,Q,0.73,22,,
WISE 1631,279.46520,-06.66156,G025.459-00.033,C,1.30,39,,
WISE 1632,279.62490,-06.74235,G025.460-00.210,K,2.00,60,G025.460-00.210,
WISE 1633,279.57976,-06.71583,G025.463-00.159,Q,1.17,35,,
WISE 1634,279.54943,-06.69352,G025.469-00.121,K,2.63,79,G025.469-00.121,
WISE 1635,279.40912,-06.61251,G025.477+00.040,K,1.40,42,G025.477+00.040,
WISE 1636,279.72114,-06.75341,G025.494-00.300,C,1.40,42,,
WISE 1637,279.37710,-06.54992,G025.518+00.096,Q,0.47,14,,
WISE 1638,279.27116,-06.49438,G025.519+00.215,C,1.43,43,,
WISE 1639,279.55245,-06.63541,G025.521-00.098,C,1.40,42,,
WISE 1640,279.27369,-06.47428,G025.537+00.222,C,1.07,32,,
WISE 1641,279.27261,-06.45459,G025.554+00.233,C,1.40,42,,
WISE 1642,279.00591,-06.28140,G025.586+00.548,C,13.33,400,,
WISE 1643,279.72577,-06.63763,G025.599-00.252,C,7.70,231,,
WISE 1644,279.55300,-06.49051,G025.651-00.031,C,3.17,95,,
WISE 1645,279.54556,-06.47431,G025.661-00.017,C,0.80,24,,
WISE 1646,279.96375,-06.65490,G025.691-00.469,C,11.23,337,,
WISE 1647,279.52198,-06.41944,G025.700+00.028,K,3.07,92,G025.700+00.031,G025.700+00.031
WISE 1648,279.51192,-06.39740,G025.715+00.048,G,0.87,26,,G025.700+00.031
WISE 1649,279.50624,-06.38435,G025.724+00.058,G,1.77,53,,G025.700+00.031
WISE 1650,279.58495,-06.42250,G025.726-00.028,C,1.40,42,,
WISE 1651,279.37818,-06.23641,G025.796+00.239,K,0.80,24,G025.800+00.240,
WISE 1652,279.88960,-06.49880,G025.796-00.333,C,1.40,42,,
WISE 1653,279.73492,-06.41502,G025.801-00.158,C,2.13,64,,
WISE 1654,279.76962,-06.41143,G025.820-00.186,Q,0.73,22,,
WISE 1655,278.42240,-05.71475,G025.822+01.323,Q,8.73,262,,
WISE 1656,278.38138,-05.66315,G025.849+01.384,Q,3.57,107,,
WISE 1657,279.51864,-06.22976,G025.867+00.118,K,21.47,644,G025.790-00.140,
WISE 1658,279.32082,-06.12025,G025.873+00.343,Q,3.00,90,,
