id,A,C,D,S,alpha,delta,BMAG,VMAG,B-V,SB,diameter,minAxis,axisRatio,posAngle,TYPE,z,D(z),Dist,PGC,ID1,ID2,ID3
NGC 6767,,,*,9,287.891666666667,37.7261,,,,,,,,,*2,,,,,,,
NGC 6768,,1,*,1,289.13625,-40.2086,13.2,12.2,1,12.6,1.2,1.1,1.09,36,E4,0.018576,78.46,,62997,ESO 337-18,MCG -7-39-10,
NGC 6768,,2,,1,289.12375,-40.2228,13.9,12.9,1,11.2,0.6,0.4,1.5,5,S0,0.01985,83.84,,62995,ESO 337-17,MCG -7-39-9,
NGC 6769,,,*,1,289.595,-60.5008,12.6,11.8,0.8,13,2.2,1.5,1.47,123,SBb/P,0.012295,51.93,,63042,ESO 141-48,VV 304,AM 1914-603
NGC 6770,,,*,1,289.654166666667,-60.4961,12.8,11.9,0.9,13.2,2.2,1.6,1.38,20,SBb/P,0.012813,54.12,,63048,ESO 141-49,VV 304,AM 1914-603
NGC 6771,,,*,1,289.664166666667,-60.5464,13.6,12.5,1.1,12.5,2.3,0.5,4.6,118,SB0-a,0.014063,59.4,,63049,ESO 141-50,AM 1923-603,
NGC 6772,,,*,3,288.651666666667,-2.7061,14.2,12.7,,,1.43,,,,PN,,,1.085,,PK 33-6.1,CS=18.4,
NGC 6773,,,*,9,288.783333333333,4.8567,,,,,,,,,*Grp,,,,,,,
NGC 6774,,,*,4,289.075,-16.325,,,,,20,,,,III2m,,,0.3,,OCL 65,Ruprecht 147,
NGC 6775,,,*,9,289.175,-0.9328,,,,,13,,,,*Grp,,,,,,,
NGC 6776,A,,,1,291.274166666667,-63.6828,14.8,14.1,0.7,13,1.4,0.3,4.67,83,SBc,0.012969,54.78,52.14,63181,ESO 104-52,IRAS 19204-6346,
NGC 6776,,,*,1,291.329583333333,-63.86,13.1,12.1,1,13.1,1.6,1.4,1.14,15,E1,0.018279,77.21,38.8,63185,ESO 104-53,AM 1920-635,
NGC 6777,,,*,9,291.633333333333,-71.4644,7.7,,,,,,,,*2,,,,,ESO 72-**15,"SAO 257685 & 257686, = N 6752?",
NGC 6778,,,*,7,289.60375,-1.5958,13.3,12.3,,,0.62,,,,PN,,,0.982,,NGC 6785,PK 34-6.1,CS=15.0
NGC 6779,,,*,5,289.147916666667,30.1853,,8.4,,,8.8,,,,X,,,9.4,,M 56,GCL 110,
NGC 6780,,,*,1,290.711666666667,-55.7758,13.3,12.6,0.7,13.7,1.9,1.6,1.19,168,SBc,0.011662,49.26,,63151,ESO 184-62,AM 1918-555,IRAS 19187-5552
NGC 6781,,,*,3,289.617916666667,6.5403,11.8,11.4,,,1.9,,,,PN,,,0.489,,PK 41-2.1,CS=15.0,
NGC 6782,,,*,1,290.99125,-59.9222,11.9,11,0.9,12.6,2.4,2,1.2,45,SBa,0.013077,55.24,,63168,ESO 142-1,FAIR 57,IRAS 19195-6001
NGC 6783,,,*,1,289.197916666667,46.0181,15.4,14.4,1,13.1,0.6,0.6,1,,C,0.030201,127.57,,63003,MCG 8-35-7,CGCG 256-13,
NGC 6784,A,,*,1,291.63,-65.6267,14.8,13.8,1,12.8,0.9,0.5,1.8,170,E-S0,,,,63209,ESO 104-55,AM 1921-654,
NGC 6784,B,,,1,291.64875,-65.6175,14.7,13.7,1,12.9,0.9,0.5,1.8,45,E-S0  B,0.017862,75.45,,63210,ESO 104-55A,,
NGC 6785,,,*,3,289.60375,-1.5958,13.3,12.3,,,0.62,,,,PN,,,0.982,,NGC 6778,PK 34-6.1,CS=15.0
NGC 6786,,,*,1,287.724166666667,73.4108,13.7,12.9,0.8,12.7,1.1,0.9,1.22,45,SBbc,0.025017,105.67,,62864,UGC 11414,CGCG 341-19,VV 414
NGC 6787,,,*,1,289.04375,60.4175,14.7,13.9,0.8,13.9,1.2,1,1.2,102,SBb,0.039307,166.03,,62987,UGC 11424,MCG 10-27-9,CGCG 302-9
NGC 6788,,,*,1,291.707083333333,-54.9506,12.7,11.9,0.8,12.8,2.9,0.9,3.22,71,Sab,0.010567,44.63,46.46,63214,ESO 184-67,AM 1922-550,IRAS 19227-5503
NGC 6789,,,*,1,289.17375,63.9719,13.8,13.2,0.6,13.3,1.3,1,1.3,60,Im,-0.00047,,3.66,63000,UGC 11425,MCG 11-23-1,CGCG 323-11
NGC 6790,,,*,3,290.7375,1.5136,10.2,10.5,,,0.17,,,,PN,,,3.067,,PK 37-6.1,CS=13.5,
NGC 6791,,,*,4,290.219583333333,37.7742,,9.5,,,10,,,,II3r,,,4.1,,OCL 142,,
NGC 6792,,,*,1,290.23875,43.1322,12.9,12.1,0.8,13.1,2.2,1.3,1.69,25,SBb,0.015471,65.35,63.2,63096,UGC 11429,MCG 7-40-2,CGCG 230-5
NGC 6793,,,*,4,290.8025,22.1575,,,,,7,,,,IV2p,,,1.1,,OCL 115,,
NGC 6794,,,*,1,292.015833333333,-38.9186,13.9,12.9,1,13.7,1.7,1.4,1.21,80,Sab,0.020077,84.8,,63241,ESO 338-5,MCG -7-40-1,
NGC 6795,,,*,9,291.58,3.5128,,,,,,,,,*3,,,,,,,
NGC 6796,,,*,1,290.379166666667,61.145,13.5,12.6,0.9,12.3,1.9,0.4,4.75,179,Sbc,0.007302,30.84,,63121,UGC 11432,MCG 10-27-10,CGCG 302-11
NGC 6797,,,*,9,292.2525,-25.6664,,,,,,,,,*2,,,,,ESO 525-**10,,
NGC 6798,,,*,1,291.012916666667,53.6242,14.2,13.2,1,13.5,1.6,0.9,1.78,141,S0,0.007972,33.67,,63171,IC 1300,UGC 11434,MCG 9-32-2
NGC 6799,,,*,1,293.069583333333,-55.9078,13.4,12.4,1,13,1.6,1.2,1.33,98,E-S0,0.011218,47.38,41.2,63339,ESO 184-78,,
NGC 6800,,,*,4,291.75,25.0917,,,,,5,,,,III2p,,,1,,OCL 123,,
NGC 6801,,,*,1,291.899583333333,54.3725,14.6,13.9,0.7,13.6,1.3,0.7,1.86,44,Sc,0.014393,60.79,45.75,63229,UGC 11443,MCG 9-32-5,CGCG 281-3
NGC 6802,,,*,4,292.65,20.2617,,8.8,,,5,,,,III1m,,,1.124,,OCL 114,,
NGC 6803,,,*,3,292.817916666667,10.0572,11.3,11.4,,,0.17,,,,PN,,,8,,PK 46-4.1,CS=15.2,
NGC 6804,,,*,3,292.8975,9.2258,12.2,12,,,1.1,,,,PN,,,0.878,,PK 45-4.1,CS=14.3,
NGC 6805,,,*,1,294.190833333333,-37.5539,13.8,12.8,1,12.8,1.1,0.9,1.22,163,E1,0.01988,83.97,,63413,ESO 338-14,MCG -6-43-2,
NGC 6806,,,*,1,294.27,-42.2958,13.7,13.2,0.5,13.5,1.2,0.8,1.5,24,SBc,0.019123,80.77,,63416,ESO 338-15,MCG -7-40-3,FAIR 1162
NGC 6807,,,*,3,293.639583333333,5.6844,13.8,12,,,0.13,,,,PN,,,,,PK 42-6.1,CS=14.0,
NGC 6808,,,*,1,295.976666666667,-70.6322,12.5,11.8,0.7,12.5,1.6,0.9,1.78,40,Sa,0.01157,48.87,,63578,ESO 73-3,IRAS 19385-7045,
NGC 6809,,,*,5,294.9975,-30.9617,,6.3,,,19,,,,XI,,,5.4,,M 55,GCL 113,ESO 460-SC21
NGC 6810,,,*,1,295.892916666667,-58.6561,12.4,11.4,1,12.4,1.2,0.9,1.33,176,Sab,0.006775,28.62,29.63,63571,ESO 142-35,IRAS 19393-5846,
NGC 6811,,,*,4,294.29,46.3756,,6.8,,,15,,,,IV3p,,,1.24,,OCL 185,,
NGC 6812,,,*,1,296.349583333333,-55.3469,13.5,12.5,1,11.9,1.1,0.6,1.83,94,S0,0.015451,65.26,,63625,ESO 185-15,AM 1941-552,
NGC 6813,,,*,2,295.1,27.3094,,,,,3,3,1,,EN,,,1.5,,SG 3.148,,
NGC 6814,,,*,1,295.66875,-10.3244,12.1,11.2,0.9,13.4,3,2.8,1.07,,SBbc,0.005214,22.02,22.8,63545,MCG -2-50-1,IRAS 19399-1026,
NGC 6815,,,*,9,295.183333333333,26.7589,,,,,,,,,*Grp,,,,,,,
NGC 6816,,,*,1,296.01,-28.4008,14.1,12.9,1.2,13.5,1.2,0.8,1.5,77,E-S0,0.020084,84.83,,63587,ESO 460-30,MCG -5-46-6,
NGC 6817,,1,*,1,294.347916666667,62.3839,15.7,14.9,0.8,13.8,0.7,0.6,1.17,87,Sbc,0.040423,170.75,,63431,MCG 10-28-5,CGCG 303-4,
NGC 6817,,2,,1,294.337916666667,62.3833,16.3,15.3,1,11.7,0.2,0.2,1,,C,,,,3086688,NPM1G +62.0258,,
NGC 6818,,,*,3,295.990833333333,-14.1525,9.9,9.3,,,0.77,,,,PN,,,1.84,,PK 25-17.1,CS=16.1,
NGC 6819,,,*,4,295.325,40.1833,,7.3,,,5,,,,I1r,,,2.4,,OCL 155,,
NGC 6820,,,*,2,295.616666666667,23.0875,15,,,,0.5,0.5,1,,EN,,,1.85,,IRAS 19403+2258,knot in Sh2-86,
NGC 6821,,,*,1,296.100833333333,-6.8344,13.6,13.1,0.5,13.1,1.3,1.1,1.18,135,SBcd,0.005089,21.5,22.5,63594,MCG -1-50-2,IRAS 19417-0657,
NGC 6822,,,*,1,296.235833333333,-14.8064,9.3,8.7,0.6,14.4,15.4,14.2,1.08,5,IBm,-0.00019,,0.5,63616,IC 4895,MCG -2-50-6,DDO 209
NGC 6823,,,*,4,295.791666666667,23.3,,7.1,,,7,,,,I3pn,,,1.893,,OCL 124,LBN 135,
NGC 6824,,,*,1,295.91875,56.1089,13,12.2,0.8,12.8,1.9,1.4,1.36,60,Sab,0.011294,47.71,,63575,UGC 11470,MCG 9-32-12,CGCG 281-8
NGC 6825,,,*,1,295.477083333333,64.0733,15.4,14.4,1,12.5,0.5,0.3,1.67,174,C,0.0192,81.1,,63535,CGCG 324-1,7ZW 906,
NGC 6826,,,*,3,296.200833333333,50.5256,9.8,8.8,,,0.6,,,,PN,,,1.575,,PK 83+12.1,"CS=10.4, Blinking planetary",
NGC 6827,,,*,4,297.221666666667,21.2161,,,,,2,,,,I1m,,,4.1,,OCL 120,,
NGC 6828,,,*,9,297.570833333333,7.9039,,,,,,,,,*Grp,,,,,,,
NGC 6829,,,*,1,296.78125,59.9072,14.9,14.1,0.8,13.5,1.6,0.4,4,31,Sb,0.010964,46.31,,63667,UGC 11478,MCG 10-28-10,CGCG 303-9
NGC 6830,,,*,4,297.75,23.1,,7.9,,,6,,,,II2p,,,1.639,,OCL 125,,
NGC 6831,,,*,1,296.988333333333,59.8931,14.3,13.3,1,13.9,1.4,1.4,1,,S0,0.011468,48.44,,63674,UGC 11483,MCG 10-28-11,CGCG 303-11
NGC 6832,,,*,9,297.064583333333,59.4228,,,,,12,,,,*Grp,,,,,near SAO 32016,,
NGC 6833,,,*,3,297.444166666667,48.9617,13.8,12.1,,,0.18,,,,PN,,,,,PK 82+11.1,CS=14.8,
NGC 6834,,,*,4,298.052083333333,29.4081,,7.8,,,6,,,,II2m,,,2.067,,OCL 134,,
NGC 6835,,,*,1,298.636666666667,-12.5675,13.4,12.5,0.9,12.6,2.4,0.7,3.43,72,SBa,0.005374,22.7,22.8,63800,MCG -2-50-9,IRAS 19517-1241,
NGC 6836,,,*,1,298.667916666667,-12.6883,13.4,12.9,0.5,13.5,1.7,1.5,1.13,140,SBm,0.005427,22.92,23.3,63803,MCG -2-50-10,IRAS 19518-1249,
NGC 6837,,,*,4,298.283333333333,11.6983,,12,,,3,,,,OCL,,,0.943,,OCL 108,,
NGC 6838,,,*,5,298.442083333333,18.7789,,8.4,,,7.2,,,,XI,,,4,,M 71,GCL 115,
NGC 6839,,,*,9,298.6375,17.9389,,,,,4,,,,*Grp,,,,,,,
NGC 6840,,,*,9,298.820833333333,12.1217,,,,,10,,,,*Grp,,,,,,,
NGC 6841,,,*,1,299.454583333333,-31.8108,13.8,12.7,1.1,13.3,1.5,1.4,1.07,149,E1,0.01949,82.32,,63881,ESO 461-23,MCG -5-47-11,
NGC 6842,,,*,3,298.759583333333,29.2897,13.6,13.1,,,0.95,,,,PN,,,2.099,,PK 65+0.1,Sh2-95,CS=16.0
NGC 6843,,,*,9,299.025,12.1644,,,,,4,,,,*Grp,,,,,,,
NGC 6844,,,*,1,300.708333333333,-65.2289,13.5,12.7,0.8,13,1.4,1.1,1.27,0,Sb,0.010116,42.73,,64025,ESO 105-21,FAIR 526,IRAS 19581-6522
NGC 6845,A,,,7,300.241666666667,-47.07,13.7,13,0.7,13.8,2.3,1,2.3,72,SBb,0.021211,89.59,,63985,NGC 6845,ESO 284-8,AM 1957-471
NGC 6845,B,,,1,300.27125,-47.0594,14.9,13.9,1,13.3,1.1,0.6,1.83,6,SBb,0.022526,95.15,,63986,ESO 284-8C,,
NGC 6845,C,,,1,300.236666666667,-47.0842,16.3,15.4,0.9,13.1,0.6,0.2,3,138,S0,0.023583,99.61,,63979,ESO 284-8A,A 1957-47A,
NGC 6845,D,,,1,300.22375,-47.0947,15.5,14.8,0.7,13.6,0.7,0.2,3.5,156,S0-a,0.022736,96.04,,63978,ESO 284-8B,A 1957-47B,
NGC 6845,,,*,1,300.241666666667,-47.07,13.7,13,0.7,13.8,2.3,1,2.3,72,SBb,0.021211,89.59,,63985,NGC 6845A,ESO 284-8,AM 1957-471
NGC 6846,,,*,4,299.117083333333,32.3486,,14.2,,,0.8,,,,IV1p,,,4,,OCL 139,,
NGC 6847,,,*,10,299.140416666667,29.2242,,,,,,,,,NF,,,,,,,
NGC 6848,,,*,1,300.695416666667,-56.0903,12.5,12.1,0.4,12.9,2.4,1,2.4,157,Sa,0.01465,61.88,,64023,ESO 185-52,AM 1958-561,IRAS 19588-5613
NGC 6849,,,*,1,301.565,-40.1983,13,12.1,0.9,12.7,1.9,1.1,1.73,18,E/SB0,0.020147,85.1,54.6,64097,ESO 339-32,MCG -7-41-7,
NGC 6850,,,*,1,300.874166666667,-54.8453,13.4,12.5,0.9,13,2.1,1.1,1.91,153,SB0-a,0.016588,70.07,,64043,ESO 185-56,AM 1959-545,IRAS 19595-5459
NGC 6851,A,,,1,301.45375,-47.9769,14.9,14.1,0.8,13.7,1.3,0.6,2.17,54,Sbc,0.011347,47.93,34.42,64086,ESO 233-25,AM 2002-480,
NGC 6851,B,,,1,301.41625,-47.9792,16,15.3,0.7,13.5,1.1,0.2,5.5,70,SBcd,,,42.45,64082,ESO 233-23,FGCE 1429,
NGC 6851,,,*,1,300.892916666667,-48.2844,12.7,11.8,0.9,13,2,1.5,1.33,160,E3,0.010127,42.78,33.33,64044,ESO 233-21,,
NGC 6852,,,*,3,300.163333333333,1.7286,12.8,12.6,,,0.47,,,,PN,,,,,PK 42-14.1,,
NGC 6853,,,*,3,299.90125,22.7217,7.6,7.4,,,6.7,,,,PN,,,0.376,,M 27,PK 60-3.1,"CS=13.9, Dumbbell nebula"
NGC 6854,,,*,1,301.410833333333,-54.375,13.2,12.2,1,13.1,2,1.3,1.54,166,E/SB0,0.019073,80.56,,64080,ESO 185-61,AM 2001-543,
NGC 6855,,,*,1,301.707083333333,-56.3897,13.8,12.9,0.9,13.5,1.5,1.3,1.15,113,SB0-a,0.014447,61.02,,64116,ESO 185-63,AM 2002-563,
NGC 6856,,,*,9,299.82125,56.1314,,,,,3,,,,*Grp,,,,,OCL?,,
NGC 6857,,,*,2,300.45,33.525,11.4,,,,0.63,,,,EN,,,,,PK 70+1.2,Sh2-100,not a PN
NGC 6858,,,*,9,300.75,11.26,,,,,5,,,,*Grp,,,,,,,
NGC 6859,,,*,9,300.95625,0.4444,,,,,,,,,*3,,,,,,,
NGC 6860,,,*,1,302.19625,-61.0997,13.4,12.6,0.8,12.5,1.3,0.8,1.63,34,Sb,0.014884,62.87,,64166,ESO 143-9,AM 2004-611,IRAS 20044-6114
NGC 6861,A,,,7,301.45375,-47.9769,14.9,14.1,0.8,13.7,1.3,0.6,2.17,54,Sbc,0.011347,47.93,34.42,64086,ESO 233-25,AM 2002-480,
NGC 6861,B,,,1,301.522916666667,-48.4744,15.1,14.1,1,12.9,1.2,0.3,4,98,S0,0.00985,41.61,,64094,ESO 233-26,,
NGC 6861,C,,,1,301.672083333333,-48.6492,15.1,14.1,1,13.4,1.2,0.5,2.4,35,S0,0.008713,36.8,,64107,ESO 233-31,,
NGC 6861,D,,,1,302.080416666667,-48.2119,13.4,12.4,1,12.9,2.1,0.7,3,154,E-S0,0.008783,37.1,35.5,64153,ESO 233-34,,
NGC 6861,E,,,1,302.755833333333,-48.6906,15.1,14.3,0.8,13.2,1.4,0.3,4.67,39,Sab,0.008519,35.98,35.55,64216,ESO 233-42,,
NGC 6861,F,,,1,302.79875,-48.2756,15.3,14.7,0.6,13.8,1.6,0.3,5.33,86,SBd,0.010627,44.89,27.91,64219,ESO 233-43,,
NGC 6861,,,*,1,301.830833333333,-48.3694,12.1,11.1,1,12.8,3,2,1.5,140,E-S0,0.009437,39.86,31.8,64136,IC 4949,ESO 233-32,AM 2006-483
NGC 6862,,,*,1,302.227083333333,-56.3917,13.4,12.7,0.7,13.2,1.6,1.3,1.23,149,SBbc,0.014026,59.24,,64168,ESO 186-2,IRAS 20049-5632,
NGC 6863,,,*,9,301.280416666667,-3.5536,,,,,,,,,*Grp,,,,,star chain,,
NGC 6864,,,*,5,301.52,-21.9208,,8.6,,,6.8,,,,I,,,20.9,,M 75,GCL 116,ESO 595-SC13
NGC 6865,,,*,1,301.485,-9.0406,16,15,1,14.1,0.8,0.6,1.33,130,S0,0.015768,66.6,,64089,,,
NGC 6866,,,*,4,300.979583333333,44.1592,8,7.6,,,7,,,,II2m,,,1.45,,OCL 183,,
NGC 6867,,,*,1,302.625,-54.7842,13.9,13.1,0.8,13.3,2,0.7,2.86,156,SBbc,0.014732,62.23,51.57,64203,ESO 186-6,AM 2006-545,IRAS 20065-5455
NGC 6868,,,*,1,302.475,-48.38,11.7,10.7,1,13.1,3.6,2.8,1.29,86,E2,0.00952,40.21,30.56,64192,ESO 233-39,AM 2006-483,
NGC 6869,,,*,1,300.17625,66.2281,13.1,12,1.1,12.7,1.6,1.3,1.23,90,S0,0.009136,38.59,32.1,63972,UGC 11506,MCG 11-24-4,CGCG 324-6
NGC 6870,,,*,1,302.543333333333,-48.2867,13.2,12.3,0.9,13.4,2.6,1.3,2,85,Sab,0.009843,41.58,55.36,64197,ESO 233-41,AM 2006-483,IRAS 20065-4826
NGC 6871,,,*,4,301.6125,35.79,,5.2,,,30,,,,IV3p,,,1.574,,OCL 148,,
NGC 6872,,,*,1,304.2375,-70.7678,12.7,11.8,0.9,14.2,6,1.5,4,66,SBb/P,0.015194,64.18,,64413,ESO 73-32,VV 297,AM 2011-705
NGC 6873,,,*,9,301.804166666667,21.1022,,,,,14,,,,*Grp,,,,,,,
NGC 6874,,,*,4,301.95,38.2333,,,,,7,,,,IV1m,,,4.5,,OCL 157.1,*Grp ?,
NGC 6875,A,,,1,302.982916666667,-46.1431,14,13.2,0.8,13.1,2.7,0.4,6.75,75,SBbc,0.010494,44.33,33.4,64240,ESO 284-24,IRAS 20084-4617,
NGC 6875,,,*,1,303.30125,-46.1614,13,12.1,0.9,13.1,2.4,1.4,1.71,22,E/SB0,0.010411,43.98,,64296,ESO 284-28,AM 2009-461,IRAS 20096-4618
NGC 6876,A,,,8,302.82125,-71.0128,14.7,13.9,0.8,12.9,1.2,0.3,4,178,Sb,0.013646,57.64,56.62,64222,IC 4945,ESO 73-25,
NGC 6876,,,*,1,304.579583333333,-70.8583,12.1,11.3,0.8,13.2,2.7,2.4,1.13,80,E3,0.013376,56.5,39.88,64447,ESO 73-35,AM 2014-710,
NGC 6877,,,*,1,304.649583333333,-70.8528,13.2,12.2,1,12.6,1.1,0.6,1.83,169,E6,0.01481,62.56,,64457,ESO 73-36,AM 2014-710,
NGC 6878,A,,,1,303.400416666667,-44.8164,13.8,13.2,0.6,13.5,1.8,0.8,2.25,68,SBb,0.017435,73.64,60.47,64314,ESO 284-29,MCG -7-41-13,
NGC 6878,,,*,1,303.471666666667,-44.5267,13.5,12.7,0.8,13.3,1.6,1.3,1.23,111,SBb,0.019443,82.13,,64317,ESO 284-31,MCG -7-41-15,IRAS 20104-4440
NGC 6879,,,*,3,302.610833333333,16.9236,13,12.5,,,0.15,,,,PN,,,1.341,,PK 57-8.1,CS=15.0,
NGC 6880,,,*,1,304.873333333333,-70.8594,13,12.1,0.9,12.6,2,0.9,2.22,35,SB0-a,0.013106,55.36,,64479,ESO 73-37,AM 2013-710,IRAS 20142-7100
NGC 6881,,,*,3,302.71875,37.4122,14.3,13.9,,,0.27,,,,PN,,,1.595,,PK 74+2.1,CS=16.7,
NGC 6882,,,*,7,302.919166666667,26.5483,,,,,5,,,,*Grp,,,,,NGC 6885,OCL 152,with 20 Vul
NGC 6883,,,*,4,302.825,35.85,,8,,,35,,,,I3p,,,1.38,,OCL 152,,
NGC 6884,,,*,7,302.59875,46.4617,12.6,10.9,,,0.25,,,,PN,,,,,NGC 6766,PK 82+7.1,CS=15.6
NGC 6885,,,*,4,302.919166666667,26.5483,,,,,5,,,,*Grp,,,0.6,,NGC 6882,OCL 132,with 20 Vul
NGC 6886,,,*,3,303.178333333333,19.99,12.2,11.4,,,0.17,,,,PN,,,2.209,,PK 60-7.2,CS=15.7,
NGC 6887,,,*,1,304.320833333333,-52.7972,12.8,12.1,0.7,13.6,3.2,1.3,2.46,102,Sbc,0.00903,38.14,33.48,64427,ESO 186-27,AM 2013-525,IRAS 20135-5257
NGC 6888,,,*,2,303.027083333333,38.355,10,,,,18,13,1.38,,EN,,,1.45,,LBN 203,Sh2-105,Crescent nebula
NGC 6889,,,*,1,304.722083333333,-53.9567,13.7,12.9,0.8,12.2,0.9,0.7,1.29,63,SBbc,0.008456,35.72,,64464,ESO 186-29,IRAS 20151-5406,
NGC 6890,,,*,1,304.575,-44.8064,13,12.3,0.7,12.8,1.6,1.3,1.23,152,SBb,0.008069,34.08,31.8,64446,ESO 284-54,MCG -7-41-23,IRAS 20148-4457
NGC 6891,,,*,3,303.787083333333,12.7047,11.7,10.5,,,0.35,,,,PN,,,2.455,,PK 54-12.1,CS=12.4,
NGC 6892,,,*,9,304.237916666667,18.02,,,,,,,,,*4,,,,,,,
NGC 6893,,,*,1,305.206666666667,-48.2394,12.8,11.8,1,13.3,2.6,1.7,1.53,10,SB0,0.010194,43.06,,64507,ESO 234-6,FAIR 537,AM 2017-482
NGC 6894,,,*,3,304.1,30.5658,14.4,12.3,,,0.92,,,,PN,,,1.192,,PK 69-2.1,CS=15.8,
NGC 6895,,,*,9,304.133333333333,50.24,,,,,15,,,,*Grp,,,,,,,
NGC 6896,,,*,9,304.515,30.6406,,,,,,,,,*2,,,,,,,
NGC 6897,,,*,1,305.255416666667,-12.255,14.6,13.8,0.8,12.7,0.9,0.5,1.8,35,Sbc,0.019143,80.86,64.4,64513,MCG -2-52-1,IRAS 20182-1224,
NGC 6898,,,*,1,305.283333333333,-12.3589,14,13.1,0.9,12.7,1.2,0.7,1.71,140,Sa,0.01917,80.97,,64517,MCG -2-52-2,IRAS 20183-1231,
NGC 6899,,,*,1,306.092916666667,-50.4336,13.4,12.8,0.6,13.2,1.7,1,1.7,112,SBbc,0.019117,80.75,64.38,64630,ESO 234-22,FAIR 896,IRAS 20207-5035
NGC 6900,,,*,1,305.39625,-2.5697,14.3,13.5,0.8,13.1,1,0.8,1.25,178,Sb,0.01693,71.51,,64530,MCG 0-52-1,MCG -1-52-1,IRAS 20189-0243
NGC 6901,,,*,1,305.59,6.4297,14.5,13.7,0.8,13.1,1.4,0.5,2.8,63,SBab,0.015881,67.08,,64552,IC 5000,UGC 11542,MCG 1-52-2
NGC 6902,A,1,,1,305.751666666667,-44.2706,14.4,13.8,0.6,13.9,1.3,1,1.3,48,SBm,0.055585,234.79,,64575,ESO 285-4,MCG -7-41-32,AM 2019-442
NGC 6902,A,2,,1,305.745,-44.2728,15.8,14.8,1,13.3,0.6,0.5,1.2,,SB0,0.055538,234.59,,64576,ESO 285-4A,MCG -7-41-32,AM 2019-442
NGC 6902,B,,,1,305.778333333333,-43.8689,14.1,13.6,0.5,14.2,1.5,1.2,1.25,99,SBcd,0.009875,41.71,38.2,64580,ESO 285-5,MCG -7-41-33,AM 2019-442
NGC 6902,,,*,1,306.11625,-43.6531,11.6,10.9,0.7,14.1,5.6,3.9,1.44,153,SBa,0.009326,39.39,37.53,64632,IC 4948,ESO 285-8,MCG -7-42-2
NGC 6903,,,*,1,305.937083333333,-19.3258,12.9,11.9,1,12.9,1.5,1.5,1,,E/SB0,0.011068,46.75,,64607,ESO 596-29,MCG -3-52-3,
NGC 6904,,,*,9,305.45125,25.7394,,,,,3,,,,*Grp,,,,,,,
NGC 6905,,,*,3,305.595833333333,20.105,11.9,11.1,,,1.2,,,,PN,,,2.503,,PK 61-9.1,"CS=13.5, Blue flash nebula",
NGC 6906,,,*,1,305.891666666667,6.4444,13.2,12.3,0.9,12.4,1.6,0.8,2,36,SBbc,0.016175,68.32,65.8,64601,UGC 11548,MCG 1-52-3,CGCG 399-6
NGC 6907,,,*,1,306.2775,-24.8092,11.9,11.2,0.7,13.4,3.4,2.6,1.31,46,SBbc,0.010614,44.83,37.48,64650,ESO 528-3,MCG -4-48-6,UGCA 418
NGC 6908,,,*,1,306.2875,-24.8028,15.5,14.6,0.9,10.6,0.3,0.1,3,0,S0,0.010208,43.12,,,,,
NGC 6909,,,*,1,306.911666666667,-47.0272,12.6,11.7,0.9,12.6,2.2,1.1,2,68,E5,0.00927,39.16,33.9,64725,ESO 285-12,AM 2024-471,
NGC 6910,,,*,4,305.8,40.7786,,7.4,,,10,,,,I2p,,,1.139,,OCL 181,,
NGC 6911,,,*,1,304.909583333333,66.7289,15.1,14.3,0.8,15,1.7,1.1,1.55,115,SBb,0.008342,35.24,28.3,64485,UGC 11540,MCG 11-24-6,CGCG 324-7
NGC 6912,,,*,1,306.717083333333,-18.6175,13.8,13.2,0.6,13.5,1.4,1.1,1.27,55,SBc,0.023244,98.18,,64700,ESO 596-38,MCG -3-52-8,IRAS 20240-1846
NGC 6913,,,*,4,306.025,38.4933,,6.6,,,10,,,,III3p,,,1.148,,M 29,OCL 168,
NGC 6914,,,*,2,306.179166666667,42.4833,,,,,3,3,1,,RN,,,1.85,,LBN 274,,
NGC 6915,,,*,1,306.941666666667,-3.0767,13,12.2,0.8,12.4,1.5,0.9,1.67,80,Sab,0.018903,79.84,,64729,IRAS 20251-0314,,
NGC 6916,,,*,1,305.887916666667,58.3442,14.3,13.5,0.8,14.1,1.8,1.2,1.5,90,SBbc,0.010344,43.69,41.05,64600,UGC 11554,MCG 10-29-4,CGCG 304-4
NGC 6917,,,*,1,306.868333333333,8.0972,14.3,13.4,0.9,13.6,1.4,1,1.4,40,S,0.015651,66.11,,64715,UGC 11563,MCG 1-52-7,CGCG 399-10
NGC 6918,,,*,1,307.695416666667,-47.4742,14.5,13.6,0.9,12.9,0.9,0.7,1.29,178,SB0-a,0.017409,73.53,,64851,ESO 234-40,FAIR 345,IRAS 20272-4738
NGC 6919,,,*,1,307.908333333333,-44.2167,13.6,13,0.6,13.6,1.6,1.2,1.33,145,SBc,0.022109,93.39,72.25,64883,ESO 285-27,MCG -7-42-11,IRAS 20282-4423
NGC 6920,,,*,1,310.987916666667,-80.0003,12.4,11.2,1.2,13.3,1.8,1.5,1.2,142,S0,0.008667,36.61,,65273,ESO 26-4,AM 2036-801,
NGC 6921,,,*,1,307.120416666667,25.7239,14.4,13.4,1,11.4,0.9,0.2,4.5,141,S0-a,0.014467,61.11,,64768,UGC 11570,MCG 4-48-1,IRAS 20264+2533
NGC 6922,,,*,1,307.47,-2.1917,14,13.5,0.5,13.7,1.3,1,1.3,150,Sc,0.0189,79.83,,64814,UGC 11574,MCG 0-52-18,CGCG 373-17
